rank,name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,genre_total_sales,myrank
259,Asteroids,2600,1980,Shooter,Atari,4,0.26,0,0.05,4.31,7.07,1
545,Missile Command,2600,1980,Shooter,Atari,2.56,0.17,0,0.03,2.76,7.07,2
1768,Kaboom!,2600,1980,Misc,Activision,1.07,0.07,0,0.01,1.15,2.71,3
1971,Defender,2600,1980,Misc,Atari,0.99,0.05,0,0.01,1.05,2.71,4
2671,Boxing,2600,1980,Fighting,Activision,0.72,0.04,0,0.01,0.77,0.77,5
4027,Ice Hockey,2600,1980,Sports,Activision,0.46,0.03,0,0.01,0.49,0.49,6
5368,Freeway,2600,1980,Action,Activision,0.32,0.02,0,0,0.34,0.34,7
6319,Bridge,2600,1980,Misc,Activision,0.25,0.02,0,0,0.27,2.71,8
6898,Checkers,2600,1980,Misc,Atari,0.22,0.01,0,0,0.24,2.71,9
240,Pitfall!,2600,1981,Platform,Activision,4.21,0.24,0,0.05,4.5,6.93,1
736,Frogger,2600,1981,Action,Parker Bros.,2.06,0.12,0,0.02,2.2,14.84,2
768,Demon Attack,2600,1981,Shooter,Imagic,1.99,0.12,0,0.02,2.13,10.04,3
866,E.T.: The Extra Terrestrial,2600,1981,Action,Atari,1.84,0.11,0,0.02,1.97,14.84,4
1108,Ms. Pac-Man,2600,1981,Puzzle,Atari,1.54,0.1,0,0.02,1.65,2.24,5
1155,River Raid,2600,1981,Shooter,Activision,1.49,0.09,0,0.02,1.6,10.04,6
1308,Donkey Kong,2600,1981,Platform,Coleco,1.36,0.08,0,0.02,1.46,6.93,7
1431,Centipede,2600,1981,Shooter,Atari,1.26,0.08,0,0.01,1.36,10.04,8
1558,Atlantis,2600,1981,Shooter,Imagic,1.18,0.08,0,0.01,1.27,10.04,9
1850,Megamania,2600,1981,Shooter,Activision,1.03,0.06,0,0.01,1.1,10.04,10
1967,Cosmic Ark,2600,1981,Shooter,Imagic,0.99,0.05,0,0.01,1.05,10.04,11
2145,Donkey Kong Junior,2600,1981,Platform,Atari,0.9,0.05,0,0.01,0.97,6.93,12
2234,Spider-Man,2600,1981,Action,Parker Bros.,0.87,0.05,0,0.01,0.93,14.84,13
2518,Custer's Revenge,2600,1981,Action,Mystique,0.76,0.05,0,0.01,0.82,14.84,14
2598,Alien,2600,1981,Action,20th Century Fox Video Games,0.74,0.04,0,0.01,0.79,14.84,15
2666,Air Raid,2600,1981,Action,Men-A-Vision,0.72,0.04,0,0.01,0.77,14.84,16
2808,Berzerk,2600,1981,Shooter,Atari,0.68,0.04,0,0.01,0.73,10.04,17
2942,King Kong,2600,1981,Action,Tigervision,0.65,0.04,0,0.01,0.69,14.84,18
3046,Adventures of Tron,2600,1981,Action,Mattel Interactive,0.63,0.03,0,0.01,0.67,14.84,19
3405,BurgerTime,2600,1981,Puzzle,Mattel Interactive,0.55,0.03,0,0.01,0.59,2.24,20
3410,Smurf: Rescue In Gargamel's Castle,2600,1981,Action,Coleco,0.55,0.03,0,0.01,0.59,14.84,21
4017,Raiders of the Lost Ark,2600,1981,Action,Atari,0.46,0.03,0,0.01,0.5,14.84,22
4141,Grand Prix,2600,1981,Racing,Activision,0.45,0.03,0,0,0.48,0.48,23
4348,Phoenix,2600,1981,Simulation,Atari,0.42,0.02,0,0,0.45,0.45,24
4404,Jawbreaker,2600,1981,Action,Tigervision,0.42,0.03,0,0,0.45,14.84,25
4519,Barnstorming,2600,1981,Action,Activision,0.4,0.02,0,0,0.43,14.84,26
4786,Mouse Trap,2600,1981,Action,Coleco,0.38,0.02,0,0,0.4,14.84,27
4910,Laser Blast,2600,1981,Action,Activision,0.37,0.02,0,0,0.39,14.84,28
4969,Airlock,2600,1981,Action,Data Age,0.36,0.02,0,0,0.39,14.84,29
5129,Dragonfire,2600,1981,Action,Imagic,0.35,0.02,0,0,0.37,14.84,30
5248,Frogs And Flies,2600,1981,Action,Mattel Interactive,0.33,0.02,0,0,0.36,14.84,31
5391,Fantastic Voyage,2600,1981,Action,20th Century Fox Video Games,0.32,0.02,0,0,0.34,14.84,32
5402,Carnival,2600,1981,Shooter,Coleco,0.32,0.02,0,0,0.34,10.04,33
5566,Fireball,2600,1981,Action,Starpath Corp.,0.3,0.02,0,0,0.33,14.84,34
5802,Astroblast,2600,1981,Action,Mattel Interactive,0.29,0.02,0,0,0.31,14.84,35
6023,Fast Food,2600,1981,Action,Unknown,0.27,0.02,0,0,0.29,14.84,36
6539,RealSports Football,2600,1981,Sports,Atari,0.24,0.01,0,0,0.26,0.79,37
6868,Front Line,2600,1981,Action,Taito,0.22,0.01,0,0,0.24,14.84,38
6942,Dark Cavern,2600,1981,Shooter,Mattel Interactive,0.22,0.01,0,0,0.24,10.04,39
7150,Deadly Duck,2600,1981,Shooter,20th Century Fox Video Games,0.21,0.01,0,0,0.22,10.04,40
7152,Reactor,2600,1981,Action,Parker Bros.,0.21,0.01,0,0,0.22,14.84,41
7186,Crazy Climber,2600,1981,Action,Atari,0.21,0.01,0,0,0.22,14.84,42
7373,RealSports Baseball,2600,1981,Sports,Atari,0.2,0.01,0,0,0.21,0.79,43
7906,International Soccer,2600,1981,Sports,Mattel Interactive,0.18,0.01,0,0,0.19,0.79,44
8461,Armor Ambush,2600,1981,Action,Mattel Interactive,0.15,0.01,0,0,0.17,14.84,45
9497,RealSports Volleyball,2600,1981,Sports,Atari,0.12,0.01,0,0,0.13,0.79,46
90,Pac-Man,2600,1982,Puzzle,Atari,7.28,0.45,0,0.08,7.81,10.03,1
1117,Dig Dug,2600,1982,Puzzle,Atari,1.52,0.1,0,0.02,1.64,10.03,2
1165,Mario Bros.,2600,1982,Platform,Atari,1.48,0.09,0,0.02,1.59,5.03,3
1707,Pole Position,2600,1982,Racing,Atari,1.1,0.07,0,0.01,1.18,1.57,4
1819,Moon Patrol,2600,1982,Shooter,Atari,1.05,0.06,0,0.01,1.12,3.79,5
1853,Jungle Hunt,2600,1982,Platform,Atari,1.03,0.06,0,0.01,1.1,5.03,6
1907,Joust,2600,1982,Platform,Atari,1.01,0.06,0,0.01,1.08,5.03,7
2408,Enduro,2600,1982,Misc,Quelle,0.81,0.05,0,0.01,0.87,0.87,8
2631,Yars' Revenge,2600,1982,Shooter,Atari,0.73,0.04,0,0.01,0.78,3.79,9
2662,Galaxian,2600,1982,Shooter,Atari,0.72,0.05,0,0.01,0.77,3.79,10
2845,Kangaroo,2600,1982,Platform,Atari,0.67,0.04,0,0.01,0.72,5.03,11
3081,Keystone Kapers,2600,1982,Action,Activision,0.62,0.04,0,0.01,0.66,6.52,12
3217,X-Man,2600,1982,Action,Universal Gamex,0.58,0.04,0,0.01,0.63,6.52,13
3250,Battlezone,2600,1982,Shooter,Atari,0.58,0.03,0,0.01,0.62,3.79,14
3268,Halloween,2600,1982,Action,Wizard Video Games,0.58,0.03,0,0.01,0.62,6.52,15
3449,Q*bert,2600,1982,Puzzle,Parker Bros.,0.55,0.03,0,0.01,0.58,10.03,16
3645,The Activision Decathlon,2600,1982,Sports,Activision,0.52,0.03,0,0.01,0.55,1.05,17
3718,Action Force,2600,1982,Action,CPG Products,0.5,0.03,0,0.01,0.54,6.52,18
3750,Popeye,2600,1982,Platform,Parker Bros.,0.5,0.03,0,0.01,0.54,5.03,19
3968,Chopper Command,2600,1982,Shooter,Activision,0.47,0.03,0,0.01,0.5,3.79,20
4015,RealSports Tennis,2600,1982,Sports,Atari,0.46,0.03,0,0.01,0.5,1.05,21
4018,Gauntlet,2600,1982,Action,Answer Software,0.46,0.03,0,0.01,0.5,6.52,22
4803,Congo Bongo,2600,1982,Action,Sega,0.37,0.02,0,0,0.4,6.52,23
4896,Bump 'n' Jump,2600,1982,Racing,Mattel Interactive,0.37,0.02,0,0,0.39,1.57,24
5066,Gravitar,2600,1982,Action,Atari,0.35,0.02,0,0,0.38,6.52,25
5383,Alien's Return,2600,1982,Action,ITT Family Games,0.32,0.02,0,0,0.34,6.52,26
5397,Bank Heist,2600,1982,Action,20th Century Fox Video Games,0.32,0.02,0,0,0.34,6.52,27
5660,Frankenstein's Monster,2600,1982,Action,Data Age,0.3,0.02,0,0,0.32,6.52,28
5775,Mountain King,2600,1982,Action,CBS Electronics,0.29,0.02,0,0,0.31,6.52,29
6147,Polaris,2600,1982,Action,Tigervision,0.26,0.02,0,0,0.28,6.52,30
6267,Mr. Do!,2600,1982,Action,Coleco,0.26,0.02,0,0,0.27,6.52,31
6730,Porky's,2600,1982,Action,20th Century Fox Video Games,0.23,0.01,0,0,0.25,6.52,32
7151,Assault,2600,1982,Action,Bomb,0.21,0.01,0,0,0.22,6.52,33
8460,Death Trap,2600,1982,Action,Avalon Interactive,0.15,0.01,0,0,0.17,6.52,34
8760,Pressure Cooker,2600,1982,Action,Activision,0.14,0.01,0,0,0.15,6.52,35
9108,Krull,2600,1982,Action,Atari,0.13,0.01,0,0,0.14,6.52,36
422,Baseball,NES,1983,Sports,Nintendo,0.73,0.1,2.35,0.02,3.2,3.2,1
702,Mario Bros.,NES,1983,Platform,Nintendo,0.51,0.12,1.63,0.02,2.28,6.93,2
765,Mahjong,NES,1983,Misc,Nintendo,0.01,0,2.13,0,2.14,2.14,3
1510,Pitfall II: Lost Caverns,2600,1983,Platform,Activision,1.22,0.07,0,0.02,1.31,6.93,4
1811,Donkey Kong,NES,1983,Platform,Nintendo,0.23,0.05,0.84,0.01,1.13,6.93,5
1841,Donkey Kong Jr.,NES,1983,Platform,Nintendo,0.33,0.07,0.7,0.01,1.11,6.93,6
1863,Popeye,NES,1983,Platform,Nintendo,0.51,0.12,0.45,0.02,1.1,6.93,7
2654,Jr. Pac-Man,2600,1983,Puzzle,Atari,0.72,0.05,0,0.01,0.78,0.78,8
2674,Crystal Castles,2600,1983,Action,Atari,0.72,0.04,0,0.01,0.77,2.86,9
3955,Midnight Magic,2600,1983,Action,Atari,0.47,0.03,0,0.01,0.5,2.86,10
4098,Millipede,2600,1983,Shooter,Atari,0.45,0.03,0,0.01,0.48,0.48,11
4269,Gremlins,2600,1983,Action,Atari,0.43,0.03,0,0,0.46,2.86,12
4782,Pengo,2600,1983,Adventure,Atari,0.38,0.02,0,0,0.4,0.4,13
5384,Frostbite,2600,1983,Action,Activision,0.32,0.02,0,0,0.34,2.86,14
5561,Frogger II: Threeedeep!,2600,1983,Action,Parker Bros.,0.31,0.02,0,0,0.33,2.86,15
6009,Dolphin,2600,1983,Action,Activision,0.27,0.02,0,0,0.29,2.86,16
8459,Mr. Do!'s Castle,2600,1983,Action,Parker Bros.,0.15,0.01,0,0,0.17,2.86,17
10,Duck Hunt,NES,1984,Shooter,Nintendo,26.93,0.63,0.28,0.47,28.31,31.1,1
278,Excitebike,NES,1984,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16,5.95,2
299,Golf,NES,1984,Sports,Nintendo,1.22,0.28,2.46,0.04,4.01,6.18,3
756,Tennis,NES,1984,Sports,Nintendo,0.48,0.11,1.56,0.02,2.17,6.18,4
940,Pinball,NES,1984,Action,Nintendo,0.8,0.19,0.83,0.03,1.85,1.85,5
1235,F1 Race,NES,1984,Racing,Nintendo,0,0,1.52,0,1.52,5.95,6
1236,Xevious,NES,1984,Shooter,Namco Bandai Games,0.18,0.06,1.27,0.01,1.52,31.1,7
1326,4 Nin uchi Mahjong,NES,1984,Misc,Nintendo,0,0,1.45,0,1.45,1.45,8
1562,Hogan's Alley,NES,1984,Shooter,Nintendo,0.68,0.16,0.41,0.02,1.27,31.1,9
1640,Pac-Man,NES,1984,Puzzle,Namco Bandai Games,0.27,0.08,0.85,0.02,1.22,3.14,10
1859,Lode Runner,NES,1984,Puzzle,Hudson Soft,0,0,1.1,0,1.1,3.14,11
2515,Clu Clu Land,NES,1984,Puzzle,Nintendo,0.42,0.1,0.28,0.02,0.82,3.14,12
2957,Mappy,NES,1984,Platform,Namco Bandai Games,0,0,0.69,0,0.69,0.69,13
6298,Beamrider,2600,1984,Racing,Activision,0.26,0.01,0,0,0.27,5.95,14
2,Super Mario Bros.,NES,1985,Platform,Nintendo,29.08,3.58,6.81,0.77,40.24,43.17,1
375,Kung Fu,NES,1985,Action,Nintendo,1.64,0.38,1.42,0.06,3.5,3.52,2
870,Soccer,NES,1985,Sports,Nintendo,0.18,0.23,1.53,0.02,1.96,1.96,3
1262,Ice Climber,NES,1985,Platform,Nintendo,0.46,0.1,0.92,0.02,1.5,43.17,4
1492,Gyromite,NES,1985,Puzzle,Nintendo,0.73,0.16,0.4,0.03,1.32,3.21,5
1975,Tag Team Match M.U.S.C.L.E.,NES,1985,Fighting,Namco Bandai Games,0,0,1.05,0,1.05,1.05,6
2022,Bomberman,NES,1985,Puzzle,Hudson Soft,0.18,0,0.85,0,1.03,3.21,7
2061,1942,NES,1985,Shooter,Capcom,0.65,0.14,0.21,0,1,1,8
2261,Balloon Fight,NES,1985,Platform,Nintendo,0.39,0.09,0.43,0.01,0.92,43.17,9
3909,Wrecking Crew,NES,1985,Platform,Nintendo,0,0,0.51,0,0.51,43.17,10
4339,Ghostbusters,2600,1985,Puzzle,Activision,0.42,0.03,0,0,0.45,3.21,11
4729,Dig Dug,NES,1985,Puzzle,Namco Bandai Games,0,0,0.41,0,0.41,3.21,12
14338,Alter Ego,PC,1985,Simulation,Activision,0,0.03,0,0.01,0.03,0.03,13
15870,Strongest Tokyo University Shogi DS,DS,1985,Action,Mycom,0,0,0.02,0,0.02,3.52,14
128,The Legend of Zelda,NES,1986,Action,Nintendo,3.74,0.93,1.69,0.14,6.51,13.74,1
453,World Class Track Meet,NES,1986,Sports,Namco Bandai Games,1.92,0.45,0.64,0.07,3.08,5.57,2
549,Metroid,NES,1986,Action,Nintendo,1.33,0.31,1.04,0.05,2.73,13.74,3
574,Super Mario Bros.: The Lost Levels,NES,1986,Platform,Nintendo,0,0,2.65,0,2.65,9.39,4
612,Dragon Warrior,NES,1986,Role-Playing,Capcom,0.49,0,0.52,1.51,2.52,2.52,5
739,Pro Yakyuu Family Stadium,NES,1986,Sports,Namco Bandai Games,0.15,0,2.05,0,2.2,5.57,6
869,Rad Racer,NES,1986,Racing,Nintendo,1.13,0.37,0.41,0.05,1.96,1.96,7
994,Kid Icarus,NES,1986,Platform,Nintendo,0.53,0.12,1.09,0.02,1.76,9.39,8
1119,Ghosts 'n Goblins,NES,1986,Action,Capcom,0.74,0.26,0.61,0.03,1.64,13.74,9
1264,Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,NES,1986,Platform,Hudson Soft,0,0,1.5,0,1.5,9.39,10
1429,Gradius,NES,1986,Shooter,Konami Digital Entertainment,0.27,0.08,1,0.01,1.36,3.89,11
1625,Castlevania,NES,1986,Platform,Konami Digital Entertainment,0.54,0.06,0.62,0.01,1.23,9.39,12
1677,TwinBee,NES,1986,Shooter,Konami Digital Entertainment,0,0,1.2,0,1.2,3.89,13
1678,Ganbare Goemon! Karakuri Douchuu,NES,1986,Platform,Konami Digital Entertainment,0,0,1.2,0,1.2,9.39,14
1774,Doraemon,NES,1986,Action,Hudson Soft,0,0,1.15,0,1.15,13.74,15
1793,Commando,NES,1986,Action,Capcom,0.71,0.16,0.25,0.03,1.14,13.74,16
1973,Adventure Island,NES,1986,Platform,Hudson Soft,0,0,1.05,0,1.05,9.39,17
2160,Star Soldier,NES,1986,Shooter,Hudson Soft,0.32,0.06,0.57,0.01,0.96,3.89,18
3534,The Mysterious Murasame Castle,NES,1986,Action,Nintendo,0,0,0.57,0,0.57,13.74,19
5084,Solaris,2600,1986,Shooter,Atari,0.35,0.02,0,0,0.37,3.89,20
5958,RealSports Boxing,2600,1986,Sports,Atari,0.28,0.02,0,0,0.29,5.57,21
252,Zelda II: The Adventure of Link,NES,1987,Adventure,Nintendo,2.19,0.5,1.61,0.08,4.38,4.38,1
466,Mike Tyson's Punch-Out!!,NES,1987,Fighting,Nintendo,2.03,0.47,0.45,0.07,3.02,5.42,2
603,Dragon Warrior II,NES,1987,Role-Playing,Enix Corporation,0.15,0,2.41,0,2.56,4.65,3
648,Pro Wrestling,NES,1987,Fighting,Nintendo,0.77,0.18,1.42,0.03,2.4,5.42,4
761,Volleyball,NES,1987,Sports,Nintendo,0.14,0.03,1.98,0,2.15,3.72,5
1363,Pro Yakyuu Family Stadium '87,NES,1987,Sports,Namco Bandai Games,0.12,0,1.3,0,1.42,3.72,6
1590,Gegege no Kitarou 2: Youkai Gundan no Chousen,NES,1987,Role-Playing,Namco Bandai Games,0,0,1.25,0,1.25,4.65,7
2236,Castlevania II: Simon's Quest,NES,1987,Platform,Konami Digital Entertainment,0.45,0.06,0.42,0,0.93,1.74,8
2468,Final Fantasy,NES,1987,Role-Playing,SquareSoft,0.32,0,0.52,0,0.84,4.65,9
2549,Mega Man,NES,1987,Platform,Capcom,0.45,0.08,0.27,0.01,0.81,1.74,10
3120,Kung-Fu Master,2600,1987,Action,Activision,0.6,0.04,0,0.01,0.65,1.12,11
4196,Commando,2600,1987,Action,Activision,0.44,0.02,0,0,0.47,1.12,12
4395,Defender II,2600,1987,Shooter,Atari,0.42,0.02,0,0,0.45,0.71,13
6585,Desert Falcon,2600,1987,Shooter,Atari,0.24,0.01,0,0,0.26,0.71,14
11718,Super Football,2600,1987,Sports,Atari,0.07,0,0,0,0.08,3.72,15
11751,Super Baseball,2600,1987,Sports,Atari,0.07,0,0,0,0.07,3.72,16
23,Super Mario Bros. 3,NES,1988,Platform,Nintendo,9.54,3.44,3.84,0.46,17.28,27.73,1
97,Super Mario Bros. 2,NES,1988,Platform,Nintendo,5.39,1.18,0.7,0.19,7.46,27.73,2
156,Tetris,NES,1988,Puzzle,Nintendo,2.97,0.69,1.81,0.11,5.58,5.58,3
313,Dragon Warrior III,NES,1988,Role-Playing,Enix Corporation,0.1,0,3.77,0,3.87,5.88,4
639,Ice Hockey,NES,1988,Sports,Nintendo,1.27,0.32,0.78,0.05,2.42,3.6,5
766,R.C. Pro-Am,NES,1988,Racing,Nintendo,1.47,0.38,0.19,0.1,2.14,2.14,6
1189,Donkey Kong Classics,NES,1988,Platform,Nintendo,0.59,0.14,0.81,0.02,1.56,27.73,7
1248,Mega Man 2,NES,1988,Action,Capcom,0.93,0.15,0.42,0.01,1.51,1.75,8
1352,Disney's DuckTales,GB,1988,Platform,Capcom,0.82,0.23,0.35,0.03,1.43,27.73,9
1589,Dragon Ball: Daimaou Fukkatsu,NES,1988,Role-Playing,Namco Bandai Games,0,0,1.25,0,1.25,5.88,10
1710,Pro Yakyuu Family Stadium '88,NES,1988,Sports,Namco Bandai Games,0.1,0,1.08,0,1.18,3.6,11
2706,Final Fantasy II,NES,1988,Role-Playing,SquareSoft,0,0,0.76,0,0.76,5.88,12
3942,River Raid II,2600,1988,Shooter,Activision,0.47,0.03,0,0.01,0.51,0.51,13
6941,Rampage,2600,1988,Action,Activision,0.22,0.01,0,0,0.24,1.75,14
14510,SimCity,PC,1988,Simulation,Maxis,0,0.02,0,0.01,0.03,0.03,15
6,Tetris,GB,1989,Puzzle,Nintendo,23.2,2.26,4.22,0.58,30.26,37.75,1
22,Super Mario Land,GB,1989,Platform,Nintendo,10.83,2.71,4.18,0.42,18.14,20.66,2
171,Dr. Mario,GB,1989,Puzzle,Nintendo,2.18,0.96,2,0.2,5.34,37.75,3
277,Teenage Mutant Ninja Turtles,NES,1989,Action,Palcom,3.38,0.44,0.31,0.04,4.17,4.64,4
777,Golf,GB,1989,Sports,Nintendo,0.83,0.33,0.92,0.04,2.12,5.72,5
854,Tennis,GB,1989,Sports,Nintendo,0.75,0.3,0.9,0.04,1.99,5.72,6
882,Alleyway,GB,1989,Puzzle,Nintendo,0.96,0.38,0.55,0.05,1.94,37.75,7
1091,Disney's DuckTales,NES,1989,Platform,Capcom,0.91,0.3,0.42,0.04,1.67,20.66,8
1144,Baseball,GB,1989,Sports,Nintendo,0.66,0.27,0.65,0.03,1.61,5.72,9
1544,Yakuman,GB,1989,Misc,Nintendo,0,0,1.28,0,1.28,1.28,10
1680,SolarStriker,GB,1989,Shooter,Nintendo,0.4,0.39,0.36,0.04,1.2,1.2,11
1860,The Final Fantasy Legend,GB,1989,Role-Playing,SquareSoft,0,0,1.1,0,1.1,2.2,12
1861,Famicom Jump: Eiyuu Retsuden,NES,1989,Role-Playing,Namco Bandai Games,0,0,1.1,0,1.1,2.2,13
2441,Castlevania III: Dracula's Curse,NES,1989,Platform,Konami Digital Entertainment,0.4,0.07,0.37,0.01,0.85,20.66,14
4149,Double Dragon,2600,1989,Action,Activision,0.45,0.02,0,0.01,0.47,4.64,15
8759,Klax,2600,1989,Puzzle,Atari,0.14,0.01,0,0,0.15,37.75,16
12638,Adventures of Lolo,NES,1989,Puzzle,HAL Laboratory,0.06,0,0,0,0.06,37.75,17
19,Super Mario World,SNES,1990,Platform,Nintendo,12.78,3.75,3.54,0.55,20.61,22.97,1
216,Dr. Mario,NES,1990,Puzzle,Nintendo,2.62,0.6,1.52,0.1,4.85,6,2
392,F-1 Race,GB,1990,Racing,Nintendo,1.73,0.69,0.59,0.4,3.41,6.26,3
447,Dragon Warrior IV,NES,1990,Role-Playing,Enix Corporation,0.08,0,3.03,0.01,3.12,4.52,4
510,F-Zero,SNES,1990,Racing,Nintendo,1.37,0.51,0.89,0.07,2.85,6.26,5
589,Streets of Rage,GEN,1990,Action,Sega,1.86,0.55,0.11,0.08,2.6,6.39,6
724,Teenage Mutant Ninja Turtles II: The Arcade Game,NES,1990,Action,Konami Digital Entertainment,1.74,0.25,0.21,0.03,2.23,6.39,7
1192,Final Fight,SNES,1990,Action,Capcom,0.67,0.17,0.69,0.03,1.56,6.39,8
1280,Nintendo World Cup,NES,1990,Sports,Nintendo,0.28,0.5,0.65,0.05,1.48,2.11,9
1387,Final Fantasy III,NES,1990,Role-Playing,SquareSoft,0,0,1.39,0.01,1.4,4.52,10
1697,Disney's Chip 'n Dale: Rescue Rangers,NES,1990,Platform,Capcom,0.68,0.14,0.35,0.02,1.19,22.97,11
1728,Mega Man 3,NES,1990,Platform,Capcom,0.68,0.1,0.39,0,1.17,22.97,12
1772,Qix,GB,1990,Puzzle,Nintendo,0.51,0.2,0.41,0.03,1.15,6,13
1794,Pilotwings,SNES,1990,Simulation,Nintendo,0.46,0.17,0.48,0.02,1.14,1.14,14
5495,Extra Bases,GB,1990,Sports,Namco Bandai Games,0,0,0.33,0,0.33,2.11,15
5864,Famista '91,NES,1990,Sports,Namco Bandai Games,0,0,0.3,0,0.3,2.11,16
232,The Legend of Zelda: A Link to the Past,SNES,1991,Action,Nintendo,2.42,0.91,1.15,0.13,4.61,6.76,1
255,Sonic the Hedgehog,GEN,1991,Platform,Sega,3.03,0.91,0.26,0.13,4.34,7.64,2
857,SimCity,SNES,1991,Simulation,Nintendo,0.93,0.27,0.75,0.04,1.98,2.14,3
985,Final Fantasy II,SNES,1991,Role-Playing,Square,0.24,0.09,1.33,0.12,1.77,3.25,4
989,Metroid II: Return of Samus,GB,1991,Adventure,Nintendo,0.85,0.31,0.56,0.04,1.76,2.24,5
1010,Yoshi,NES,1991,Puzzle,Nintendo,0.7,0.13,0.91,0.01,1.75,3.24,6
1110,Super Scope 6,SNES,1991,Shooter,Nintendo,1.06,0.38,0.15,0.05,1.65,2,7
1396,Teenage Mutant Ninja Turtles III: The Manhattan Project,NES,1991,Action,Konami Digital Entertainment,1.05,0.17,0.15,0.02,1.39,6.76,8
1718,Super Ghouls 'n Ghosts,SNES,1991,Platform,Capcom,0.5,0.14,0.52,0.02,1.18,7.64,9
1796,Super R.C. Pro-Am,GB,1991,Racing,Nintendo,0.58,0.37,0.15,0.04,1.14,1.14,10
2063,NES Open Tournament Golf,NES,1991,Sports,Nintendo,0.41,0.1,0.47,0.02,1,2.41,11
2235,Mega Man 4,NES,1991,Platform,Capcom,0.51,0.09,0.32,0.01,0.93,7.64,12
2729,Final Fantasy Legend III,GB,1991,Role-Playing,SquareSoft,0,0,0.76,0,0.76,3.25,13
3206,Super Castlevania IV,SNES,1991,Platform,Konami Digital Entertainment,0.32,0.05,0.25,0.01,0.63,7.64,15
4099,The Legend of the Mystical Ninja,SNES,1991,Adventure,Konami Digital Entertainment,0,0,0.48,0,0.48,2.24,16
4453,Bomberman II,NES,1991,Puzzle,Hudson Soft,0.16,0.03,0.15,0.1,0.44,3.24,17
4585,Super Wagyan Land,SNES,1991,Action,Namco Bandai Games,0,0,0.42,0,0.42,6.76,18
4946,Super Fire ProWrestling,SNES,1991,Fighting,Human Entertainment,0,0,0.39,0,0.39,0.39,19
4983,Super Soccer,SNES,1991,Sports,Nintendo,0,0,0.38,0,0.38,2.41,20
5035,Final Fantasy Adventure,GB,1991,Role-Playing,SquareSoft,0,0,0.38,0,0.38,3.25,21
5519,Battle Dodge Ball,SNES,1991,Sports,Banpresto,0,0,0.33,0,0.33,2.41,22
5543,Kidou Senshi Gundam F91: Formula Senki 0122,SNES,1991,Strategy,Namco Bandai Games,0,0,0.33,0,0.33,0.94,23
5653,Tetris 2 + Bombliss,NES,1991,Puzzle,BPS,0,0,0.32,0,0.32,3.24,24
6055,SD Gundam Gaiden: Knight Gundam Monogatari: Ooinaru Isan,SNES,1991,Role-Playing,Angel Studios,0,0,0.29,0,0.29,3.25,25
6157,Mega Man: Dr. Wily's Revenge,GB,1991,Platform,Nintendo,0,0,0.28,0,0.28,7.64,26
6163,Famista '92,NES,1991,Sports,Namco Bandai Games,0,0,0.28,0,0.28,2.41,27
6166,Mega Man II,GB,1991,Platform,Nintendo,0,0,0.28,0,0.28,7.64,28
6167,Lord of Darkness,SNES,1991,Action,Tecmo Koei,0,0,0.28,0,0.28,6.76,29
6625,Romance of the Three Kingdoms II,SNES,1991,Strategy,Tecmo Koei,0,0,0.25,0,0.25,0.94,30
7096,Super R-Type,SNES,1991,Shooter,Nintendo,0,0,0.23,0,0.23,2,31
7690,Super Baseball Simulator 1.000,SNES,1991,Sports,Culture Brain,0,0,0.2,0,0.2,2.41,32
8039,GameBoy Wars,GB,1991,Strategy,Nintendo,0,0,0.18,0,0.18,0.94,33
8087,Battle Commander: Hachibushu Shura no Heihou,SNES,1991,Strategy,Banpresto,0,0,0.18,0,0.18,0.94,34
8577,SimEarth: The Living Planet,SNES,1991,Simulation,Imagineer,0,0,0.16,0,0.16,2.14,35
8836,World League Soccer,SNES,1991,Sports,Imagineer,0,0,0.15,0,0.15,2.41,36
9960,UN Squadron,SNES,1991,Shooter,Capcom,0,0,0.12,0,0.12,2,37
11332,Chibi Maruko-Chan: Harikiri 365-Nichi no Maki,SNES,1991,Misc,Epoch,0,0,0.08,0,0.08,0.08,38
11982,John Madden Football,SNES,1991,Sports,Imagineer,0,0,0.07,0,0.07,2.41,39
12672,Teenage Mutant Ninja Turtles II: Back from the Sewers,GB,1991,Action,Konami Digital Entertainment,0,0,0.06,0,0.06,6.76,40
13020,Lagoon,SNES,1991,Role-Playing,Kemco,0,0,0.05,0,0.05,3.25,41
51,Super Mario Land 2: 6 Golden Coins,GB,1992,Adventure,Nintendo,6.16,2.04,2.69,0.29,11.18,12.24,1
77,Super Mario Kart,SNES,1992,Racing,Nintendo,3.54,1.24,3.81,0.18,8.76,9.04,2
137,Street Fighter II: The World Warrior,SNES,1992,Fighting,Capcom,2.47,0.83,2.87,0.12,6.3,15.25,3
144,Sonic the Hedgehog 2,GEN,1992,Platform,Sega,4.47,1.2,0.16,0.19,6.03,13.42,4
192,Kirby's Dream Land,GB,1992,Platform,Nintendo,2.71,0.61,1.7,0.11,5.13,13.42,5
286,Street Fighter II Turbo,SNES,1992,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1,15.25,6
319,The Legend of Zelda: Link's Awakening,GB,1992,Action,Nintendo,2.21,0.96,0.54,0.13,3.83,3.83,7
